signature_id;severity;description;signature_name
28951;High;This signature detects Trojan.Luminrat attempting to connect its CC server on compromised host.;System Infected: Trojan.Luminrat Activity 4
28952;High;This signature detects Trojan.Luminrat attempting to connect its CC server on compromised host.;System Infected: Trojan.Luminrat Activity 3
28953;High;This signature detects Trojan.Nancrat activity on compromised machines.;System Infected: Trojan.Nancrat Activity
28954;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Avubot Activity
28955;High;This sig detects attempt to exploit vBulletin RCE to gain highest access on the forum platform.;Attack: vBulletin 5 Unserialize RCE
28956;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 38
28957;High;This signature detects Trojan Downloader activity on the infected machine.;System Infected: JS.Downloader Activity 2
28958;High;This signature detects attempts to exploit a password bypass vulnerability in CISCO ASA.;Attack: SNMP CISCO ASA Authentication ByPass 2
28959;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Backdoor.Redsip Activity
28960;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 116
28961;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 117
28962;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 118
28963;High;Signature detects attempt to exploit directory traversal vulnerability on Zpanel pChart2 plugin;Attack: Zpanel Pchart2 Directory Traversal
28964;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.FakeCry Activity
28965;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 181
28966;High;This signature detects Trojan.Linux Backdoor activity on compromised computer with Linux system.;System Infected: Linux.Spalooki Activity
28967;High;This signature detects Backdoor.Remexi activity on compromised machines.;System Infected: Backdoor.Remexi Activity
28968;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Trojan Infostealer Activity 11
28969;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 11
28970;High;This signature is to detect W97M.Downloader activity.;System Infected: JS.Downloader Activity 25
28971;High;This signature detects attempts to download exploits from Neutrino toolkit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Neutrino Exploit Kit Redirect 3
28972;High;This signature detects Trojan Downloader activity on the infected machine.;System Infected: Trojan.Downloader Activity 4
28973;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 12
28974;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 119
28975;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Exploit Toolkit Variant 20
28976;High;This signature detects Trojan Downloader activity on the infected machine.;System Infected: JS.Downloader Activity 3
28977;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 120
28978;Low;This signature detects a file installer download which are associated with adware.;System Infected: Adware Installer Activity 11
28979;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 122
28980;High;This signature detects Worm W32.SillyFDC.BDP Activity.;System Infected: W32.SillyFDC Activity 5
28981;High;This signature detects Trojan.Smackdown activity on the infected machine.;System Infected: Trojan.Smackdown.B Activity 2
28982;High;This signature detects attempts to exploit Firefox PDF.js Privilege Escalation bug which may lead to arbitrary code execution.;Web Attack: Mozilla Firefox PDFJS Privilege Escalation CVE-2015-0816
28984;High;This signature will detect network activities of Backdoor DarkMoon.;System Infected: Backdoor.Darkmoon Activity 3
28985;High;This signature detects Ghost RAT activity on the compromised computer.;System Infected: Ghostnet Backdoor Activity 7
28986;High;This signature detects traffic related to Infostealer.Derusbi;System Infected: Infostealer.Yidivo Activity
28987;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 10
28988;High;This signature detects Backdoor.GlassRAT activity on compromised machine.;System Infected: Backdoor.Glassrat Activity
28989;High;This signature detects malicious executable download coming from browser in the form of javascript attacks.;Web Attack: Malicious Executable Download 9
28990;High;This signature detects PHP shell uploads and PHP shell commands sent to web servers.;Web Attack: PHP Shell Upload 4
28991;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan Backdoor DNS Activity
28992;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Eorezo Activity
28993;High;This signature will detect network activities of Backdoor DarkMoon.;System Infected: Backdoor.Darkmoon Download 3
28994;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 108
28995;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Komprogo Activity
28996;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 123
28997;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Predet Activity
28998;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 124
28999;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Hawket Activity
29000;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Hawket Activity 2
29001;High;This signature detects malicious W32.Pilleuz activity on the compromised computer.;System Infected: W32.Pilleuz Activity 4
29002;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Spybot Activity
